date,NDVI,EVI
2016-05-01,0.6484958349098356,0.40666037533810084
2016-06-01,0.5825271738272435,0.33900877832166215
2016-07-01,0.47924815935250054,0.274996744145995
2016-08-01,0.4163123682273309,0.24339397189418716
2016-09-01,0.40122615969655423,0.2317127484657941
2016-10-01,0.43932380885282946,0.26867640924552927
2016-11-01,0.5478815364437397,0.36841401086076303
2016-12-01,0.7486487995483668,0.5774363762389421
2017-01-01,0.7872484527935272,0.6156198236587453
2017-02-01,0.7041282357117918,0.5137261891496616
2017-03-01,0.6779963340207363,0.45267195821241457
2017-04-01,0.7231480548957108,0.4864133319893749
2017-05-01,0.7188286032777974,0.47399701617320195
2017-06-01,0.6576936884494653,0.4018310941660943
2017-07-01,0.5047188369590697,0.2995004293275596
2017-08-01,0.39865260631903227,0.236892989684879
2017-09-01,0.3557929439772628,0.21368487662252614
2017-10-01,0.360867357733669,0.21520289102063894
2017-11-01,0.5224691988032795,0.3357957735629517
2017-12-01,0.7334290350691721,0.560658105442686
2018-01-01,0.8028689432160638,0.6405291743257667
2018-02-01,0.7543337857674594,0.5740918391242141
2018-03-01,0.6633273226123789,0.4533691456824245
2018-04-01,0.7019698049023123,0.47394900649685834
2018-05-01,0.6717292837608921,0.43750389829123587
2018-06-01,0.6131151097518305,0.37414804997048273
2018-07-01,0.4896738224558085,0.2861312797900679
2018-08-01,0.40035127333844694,0.23178472408681
2018-09-01,0.38729983744546653,0.22280562251725547
2018-10-01,0.44736894701000157,0.2676572026729159
2018-11-01,0.6054516878503604,0.42692757168198925
2018-12-01,0.7343027304794949,0.5569828969387085
2019-01-01,0.7398688471132493,0.5551931667261932
2019-02-01,0.6808524312370913,0.4737899937295617
2019-03-01,0.7036289835201461,0.4827054673097688
2019-04-01,0.7386996086859257,0.5113445214300698
2019-05-01,0.7230035827593608,0.4790088232315028
2019-06-01,0.6241795404302728,0.3853990710331426
2019-07-01,0.4872470117135591,0.29238652876512405
2019-08-01,0.40648632067133605,0.24648360130064867
2019-09-01,0.36447744749856764,0.21915377169293773
2019-10-01,0.3812921744567223,0.2250797920960727
2019-11-01,0.5209999255796448,0.3468655799559477
2019-12-01,0.7591063538724206,0.5950216310294679
2020-01-01,0.7904490904733666,0.6233520925645539
2020-02-01,0.7406221709070093,0.5568386432252684
2020-03-01,0.6828800596694651,0.4770166131857036
2020-04-01,0.6988330751838798,0.4729310321649492
2020-05-01,0.6912046469802519,0.4542923435164931
2020-06-01,0.6421914105698238,0.3960967690583488
2020-07-01,0.5382429387962547,0.3265777604648689
2020-08-01,0.4245382319919044,0.2564782896516484
2020-09-01,0.35388617218666224,0.21874268825200308
2020-10-01,0.3564030079193594,0.21752881733936077
2020-11-01,0.4576018509066241,0.29349464185102164
2020-12-01,0.7294578250122339,0.5529446625332607
2021-01-01,0.8137335056492331,0.6746577188721229
2021-02-01,0.7844386660232316,0.6129856485350978
2021-03-01,0.6564705465835953,0.4398827243043944
2021-04-01,0.6770200219004924,0.45252756994221643
2021-05-01,0.6810107116788366,0.44942921665709173
2021-06-01,0.6389771350503027,0.38732873615404556
2021-07-01,0.5065169645138695,0.295887494939921
2021-08-01,0.3576925671267557,0.21605424031871226
2021-09-01,0.33194984024091895,0.19883787395646663
2021-10-01,0.37083755272101476,0.2192771855510471
2021-11-01,0.5560226807304337,0.38370144404790407
2021-12-01,0.7138879923165933,0.5571166423461358
2022-01-01,0.7339060350953253,0.5667113902313756
2022-02-01,0.6955332035765266,0.4985505912481457
2022-03-01,0.6706239154232064,0.4563868919964633
2022-04-01,0.7304137022828407,0.5010227889797102
2022-05-01,0.7013337963742481,0.46471351705387
2022-06-01,0.5981861319119491,0.3636266652375779
2022-07-01,0.4867950529434789,0.2861602152274028
2022-08-01,0.39665845223027,0.2342161310016305
2022-09-01,0.36358741750518686,0.2191335158059209
2022-10-01,0.4070878999379172,0.24204252830448617
2022-11-01,0.5164090906912404,0.34457553734681473
2022-12-01,0.7605267913653528,0.6052235197401763
2023-01-01,0.7970704673793367,0.6593634951637516
2023-02-01,0.7567978591952876,0.5936642519322841
2023-03-01,0.6809963609922839,0.4630734603680338
2023-04-01,0.7264161361806964,0.4997528216705047
2023-05-01,0.7300650348392843,0.4909904785607993
2023-06-01,0.6688090659106721,0.42690800254195094
2023-07-01,0.5594429809268318,0.345506445038065
2023-08-01,0.44785591503602584,0.26790718423018467
2023-09-01,0.4047471287832318,0.23721252966808662
2023-10-01,0.4199281963190352,0.25190726246916995
2023-11-01,0.6053832512582505,0.4194587193219727
2023-12-01,0.7445555169503635,0.5612344093847943
2024-01-01,0.7438599103675981,0.5620363687130988
2024-02-01,0.7221373801670904,0.525127853857056
